,default
22235,1
21177,1
28318,1
5311,1
34816,0
30237,1
29880,1
18827,0
9087,1
19100,1
30109,1
31610,0
29703,1
30410,1
4406,0
13479,1
16858,0
3435,1
18548,1
2395,0
15568,0
9557,0
27007,1
27749,1
30317,1
14490,1
26132,0
13606,0
23001,1
7368,0
19013,1
3592,1
10506,1
35066,1
9275,1
17593,1
26142,0
13021,1
32089,1
9380,1
772,0
23142,0
23116,1
1504,0
35082,0
7631,0
16742,1
16563,0
18163,0
9785,0
8480,0
33847,0
16734,1
3321,1
31336,1
28759,0
19689,1
36443,1
1046,1
27047,1
12727,0
16674,0
7333,0
20901,1
732,0
7826,0
26262,1
19671,0
31845,0
25058,0
12014,1
12495,0
7816,0
18507,1
26481,0
8712,0
13419,1
5251,1
12455,0
10233,0
22580,0
12137,1
35837,0
19714,1
2420,0
33725,0
15709,0
1465,0
15201,0
8868,0
30314,1
34975,0
13529,1
22997,1
12762,1
12617,0
14233,1
18849,1
4154,0
22909,1
22049,1
4569,1
9880,0
32005,0
30012,1
11928,1
14235,0
24401,0
36335,0
6815,1
28906,1
9917,0
22360,1
7551,0
33073,1
13580,0
13788,0
29798,0
33759,0
24728,0
8238,1
21568,0
24410,0
17899,0
29251,0
33237,1
22337,1
16063,1
1674,0
6136,1
36125,1
32828,1
23717,0
13444,1
11790,1
15281,1
32913,1
13109,1
10152,0
36129,0
16814,1
15357,0
33291,1
35805,0
9030,1
17539,1
29614,0
6160,0
27734,1
17409,1
4938,1
3835,0
23148,0
17145,0
5361,1
3230,1
17389,1
24956,0
1204,1
25114,1
36374,0
6401,0
9259,1
27544,1
3193,0
33854,1
3921,0
7303,0
13764,0
33760,0
16604,0
8077,1
19915,1
32417,1
27882,1
4195,1
19149,1
19419,0
25445,1
28358,1
10975,1
8070,1
29300,1
14525,0
1049,1
21646,0
6948,0
15790,1
33699,1
13500,1
14359,0
6724,1
17242,1
12320,0
10519,1
16713,0
6609,1
20670,0
9332,1
1065,0
23044,1
34680,0
36403,0
14408,1
28766,0
29400,0
16472,0
13989,0
10824,1
26608,1
25240,0
7897,0
5198,1
11632,0
25916,1
10172,1
31865,0
9567,0
10769,1
9720,0
26180,0
17051,0
13186,0
472,1
4732,1
25902,1
26749,1
10066,0
19968,1
32642,1
4828,1
15762,0
7772,1
3069,1
3256,1
33345,1
8933,0
13042,0
8489,0
30634,1
27407,1
9907,0
15780,0
29652,1
30120,0
30164,1
14269,1
23512,0
20934,1
6637,1
18770,1
21977,1
29965,1
19214,1
16005,1
33300,1
24803,0
30299,1
13727,0
36243,0
15731,0
30035,1
6906,0
28624,1
30125,0
12402,0
1613,0
4978,1
25403,1
7324,0
27965,1
10369,1
6243,0
22154,1
1330,0
32678,1
1712,0
5861,0
12423,0
31501,0
26520,0
33235,1
36365,1
12487,0
9579,0
15425,0
36407,1
6301,0
3820,0
1581,0
28150,0
10794,1
31293,1
15368,0
15665,1
33489,1
10703,1
34582,0
20200,1
2254,0
20623,0
10771,1
29972,1
33836,0
15648,0
1432,0
14976,1
16954,1
864,0
21854,1
29113,1
20067,1
35407,0
34032,0
5148,1
2228,0
1080,1
23802,0
32248,1
31018,0
397,1
35275,0
2489,0
23930,0
8339,0
31177,1
26414,1
20041,1
24408,0
3264,1
7102,0
17247,1
3322,1
34138,0
23965,0
17890,0
18415,1
12058,1
10198,1
30097,1
280,0
407,1
8956,0
23080,1
30790,1
31939,1
28349,1
20350,0
22351,1
6826,0
32537,1
16651,0
33337,1
3077,1
12041,0
15038,1
20011,1
33087,1
6078,0
5109,1
10788,1
27347,1
34258,0
29499,0
11464,1
19415,0
15450,0
25025,0
1979,0
13149,1
2303,1
3382,1
10180,0
10952,0
18217,0
29638,1
22255,1
23487,0
31415,1
10487,1
3947,0
26745,1
29830,1
33415,1
18451,1
26327,1
30809,0
1035,0
17698,0
21368,1
20848,1
10289,1
28407,0
2175,0
29045,0
14746,1
9682,0
35514,0
4961,1
34795,0
33475,1
15459,1
2276,0
32166,1
29167,1
3589,0
21870,0
19439,0
4645,1
29432,0
29469,0
34916,0
24040,0
10261,1
3387,1
27430,1
11781,1
10963,0
3741,0
3459,1
16802,0
24828,0
1828,0
10612,1
5126,1
12263,0
33245,1
34980,0
6475,1
35802,0
2156,0
21529,0
4437,1
16833,1
34286,0
34809,0
9893,0
25932,1
5106,1
32294,1
22907,1
11058,0
18834,1
17076,1
18954,1
1590,0
2975,0
22122,1
1735,1
10102,0
3713,0
20819,0
9478,1
23426,1
13552,1
10914,1
32729,1
35315,0
36218,0
8681,0
35294,0
13470,1
19877,1
18953,1
8737,0
17379,1
6884,1
14586,1
1009,1
29456,0
17703,0
28469,1
26793,0
8406,0
5818,0
32939,1
2909,1
11569,0
9570,0
34812,0
21417,1
23323,0
3524,1
23023,1
21472,1
15856,0
14695,1
35485,0
21695,0
20122,1
17978,0
27900,1
18293,0
24841,0
24045,0
27118,1
26257,0
11323,0
10018,0
29873,0
10327,1
26128,0
34864,1
2150,0
4541,0
6070,0
13739,1
11060,0
16812,0
9059,1
19821,1
34763,1
10243,1
20731,0
4721,1
8966,0
7162,0
20317,0
22557,0
16462,1
18936,1
28668,1
1423,0
7693,1
10109,0
9351,1
24628,0
2671,0
13243,1
2595,0
9474,1
33776,0
12844,0
24791,0
35322,0
28023,1
32243,1
29831,0
8420,0
4508,0
23419,1
22326,1
1387,0
18264,0
8706,0
30479,1
25711,0
29395,0
15630,0
16359,1
340,1
5817,0
4496,1
3550,1
30197,1
13318,1
1186,1
13421,1
20998,1
27791,1
2519,0
7187,0
15124,1
13053,0
6924,0
17167,1
25427,1
20784,1
15352,0
34165,0
7575,0
29733,1
17851,1
12053,1
29584,1
12598,0
28078,0
21906,0
5535,1
30873,0
29340,0
6004,0
18912,1
34645,0
35637,0
34881,0
19307,0
31099,1
29480,0
25105,0
8964,0
8659,0
35136,0
29565,1
29038,1
31961,0
13442,1
22342,1
7583,0
6362,1
12335,0
31624,0
13448,1
22612,0
7618,1
14977,1
19604,1
16136,1
16434,0
33590,1
19047,1
32795,1
27571,1
25595,0
17625,0
27821,1
34276,0
11401,0
31465,1
2838,1
29040,1
10836,1
17964,1
20291,1
8360,0
8736,0
8596,0
9500,0
294,1
15138,1
1457,0
15507,1
7814,1
26774,1
21688,0
22863,1
5206,1
19258,0
25552,0
34238,0
33782,0
16997,0
21266,1
12859,0
22858,1
11365,0
26184,1
1018,1
14306,1
894,1
24165,0
21102,1
19495,0
13075,1
21658,0
8471,0
30204,1
32008,0
5475,1
12654,1
15347,0
33794,0
10706,1
31671,1
18250,0
14956,1
7732,1
16157,1
28557,1
35497,0
18184,0
19840,1
28344,1
7423,0
30007,1
20691,0
10380,1
36104,1
19983,1
16846,0
9412,1
15875,0
8615,0
11919,1
33557,1
26760,1
27889,1
9001,0
30475,1
24423,0
35153,0
21561,0
11775,1
3782,0
18350,0
17110,0
6254,1
9367,0
13644,0
36259,1
21437,0
6124,1
34005,0
5151,0
3920,0
33032,1
7526,1
10656,1
7502,0
30507,1
17472,1
13546,1
19871,1
13681,1
21080,1
29587,0
33360,1
4688,0
21896,0
15324,0
17656,1
30701,1
34592,1
2078,0
19756,1
30378,1
2923,1
25937,1
6188,0
27129,1
20374,0
10918,1
27689,1
14560,1
25516,1
27558,1
22876,1
17351,1
22501,0
2607,1
23401,1
23000,1
27074,1
2138,0
8835,0
24500,0
6488,1
11191,0
8300,1
30574,1
31693,0
12649,1
2864,0
14051,0
34602,0
31609,1
26024,1
3315,1
5058,1
30379,1
15130,1
34089,0
36147,1
15659,0
32977,1
15603,0
19899,1
4168,0
12836,1
23706,0
2196,1
25849,0
10458,1
14519,1
8657,0
4714,1
25592,0
21024,1
22430,1
24603,0
259,0
6150,0
24625,0
2830,0
32915,1
18542,0
21014,1
32052,0
2466,0
29234,1
2656,1
16712,0
27036,1
12325,0
14816,1
10894,1
28175,0
10304,0
18169,0
21208,1
20363,0
4931,0
6893,0
10319,0
12048,1
6222,0
24089,0
8201,1
5658,0
9767,0
2514,0
27182,1
31539,0
7365,0
31903,0
26642,0
29319,0
20289,1
2226,0
4299,0
18427,0
6443,1
10403,0
20769,0
35875,1
24232,0
32282,1
1854,0
31553,0
6595,0
174,0
16398,1
26489,1
1840,0
21212,1
158,0
17506,1
14726,1
324,0
27964,1
35847,0
23276,1
36122,1
33875,0
8560,0
2928,1
13775,0
31034,0
22392,1
20419,0
25983,1
23601,0
603,1
27650,1
32337,1
23657,0
6429,1
30388,1
6486,1
4454,0
35228,1
4878,1
34065,1
14481,0
25764,0
34149,0
20735,0
6914,0
33672,1
26698,1
9397,1
4078,1
6873,0
32934,1
27291,1
18814,1
20523,1
2082,0
27878,1
33464,1
5307,0
29487,1
12175,0
13953,0
29720,1
30399,1
23117,1
23310,0
16232,1
15857,0
19225,1
13768,0
32161,1
11202,0
16869,1
10592,1
21606,0
34880,0
30369,1
582,0
27910,1
32821,1
17190,1
7160,0
20171,1
18601,0
5627,1
21930,1
9389,1
27255,1
12066,1
16009,1
35603,0
8168,1
14089,1
27936,1
5998,0
11687,0
19256,0
9595,0
36277,1
6287,0
26687,1
17710,0
22109,1
13523,0
20036,1
15200,0
24998,0
3976,0
4111,0
1871,0
34509,0
24689,0
22925,1
22917,1
2255,0
19521,1
8899,0
30255,1
15842,1
29336,1
25439,1
24179,0
9415,1
14683,1
10560,1
8119,1
13851,0
26347,0
481,0
20361,0
29960,1
5412,1
11246,0
13995,0
7338,0
29842,1
22387,1
17384,1
9311,1
36362,1
11361,0
2862,0
5065,1
19297,0
26524,0
27898,1
2902,1
13234,1
28316,1
2627,1
12710,0
19243,1
21439,0
2976,1
8608,0
36337,0
30617,1
6281,0
15773,1
28733,1
16655,0
11574,1
21876,1
27106,1
27158,1
28241,0
25894,1
33416,1
21798,1
28300,1
15615,0
25368,0
325,1
26170,0
3290,1
13411,1
7671,0
17244,1
7351,0
4142,0
16375,0
5978,0
1595,0
27217,1
257,0
20130,1
10773,1
2163,0
16876,1
30451,1
5115,1
9581,0
23327,0
25495,1
24449,0
277,0
10483,1
29754,1
22901,1
10019,0
2718,1
33661,1
2490,0
5339,1
33236,1
10616,1
25227,0
16907,1
9597,0
24054,0
9753,0
23500,0
11617,1
6793,1
24653,0
14474,1
22738,1
16847,1
4741,0
18284,0
11311,0
3223,1
1324,0
13475,1
7083,0
12373,0
27891,1
27918,1
32396,1
17780,0
15303,0
10619,1
8791,0
14038,0
34803,0
34699,1
18974,1
32155,1
1184,1
26976,0
20499,0
20340,0
2351,1
21505,0
23960,0
6550,1
14117,0
15149,1
5399,1
28497,1
24723,1
21762,1
14036,0
2399,1
30823,0
980,1
10521,1
21698,0
26791,1
12194,0
33408,1
24976,0
32502,1
6864,1
5039,0
629,1
24123,0
31130,1
8930,1
31241,1
3157,1
13700,0
4432,1
3162,1
23958,0
24680,0
12938,1
27853,1
35144,0
26017,1
18407,0
27716,1
4958,1
11837,1
20925,1
36265,1
28036,1
18543,0
31854,0
33369,1
4269,0
9974,0
12758,0
7315,0
15951,1
29501,0
35595,0
9918,0
32023,0
13682,0
16488,0
33921,0
28554,1
20452,0
28136,0
28802,0
20598,0
28068,0
30216,1
15523,0
21534,0
10174,0
21230,1
14471,0
9187,1
34236,0
409,1
5602,1
17074,0
17108,1
34921,0
1236,0
13163,1
11686,1
35654,0
10728,1
8188,1
9136,1
34807,0
18603,1
22021,1
23007,1
4895,1
25808,0
12866,0
5575,1
3501,1
8071,1
1913,0
26013,1
25915,1
5719,0
4522,1
5159,1
12401,0
9219,1
23146,0
2158,0
31238,1
11357,0
32150,1
26479,0
25553,1
29405,0
14434,1
28589,1
2593,1
9998,0
13004,1
4894,1
35853,0
16090,1
12853,1
19703,0
10277,0
18997,1
28182,0
4715,1
27227,1
19805,1
30881,0
24002,0
35231,0
16574,1
17801,1
30080,1
15929,1
5500,1
19008,0
18888,1
540,1
1028,0
1347,0
30180,0
14115,0
8861,0
5020,0
30143,1
33857,0
6199,0
10663,1
14238,1
31080,1
25527,1
26186,0
36101,0
22025,1
8952,1
20484,0
22787,0
4941,0
28861,0
15848,0
32470,1
14581,1
20666,0
25846,1
812,0
2362,0
2908,1
302,1
3482,1
28659,1
19776,1
35250,1
30888,1
3327,1
14609,1
17056,1
22459,1
6133,0
34585,0
21525,0
8702,0
11164,0
16934,1
31931,1
29091,1
6384,0
13931,0
13794,0
24610,0
15087,1
8967,0
28807,0
19632,1
29940,1
8252,1
7664,0
24111,0
7963,1
26125,0
6073,0
29318,1
17839,0
20104,1
2447,0
11615,1
11257,0
19921,1
21904,1
31345,1
29548,0
13507,1
34318,0
36048,0
17846,1
32817,1
14318,1
26348,0
25175,0
15470,0
618,1
14538,1
15220,0
25963,1
26761,0
10702,1
13308,1
13151,1
31353,1
29577,1
6566,1
274,1
658,1
12389,0
33045,1
25891,1
5842,0
35080,0
13778,0
5452,1
34178,0
20021,1
26819,1
29435,0
16179,1
20567,0
16910,1
20820,1
1715,0
30099,0
18076,0
1625,0
23504,0
23267,0
31052,0
8154,0
32666,1
35767,1
28409,1
2320,1
28125,1
24554,0
10167,0
34281,0
3203,1
22775,1
7860,1
32763,1
7921,1
24696,0
4082,0
2672,1
20924,1
16887,0
10578,1
6298,0
31506,0
32030,0
24522,0
523,0
29216,1
18185,0
18157,0
31941,0
17815,0
8778,0
19617,1
137,1
17799,0
13820,0
18782,1
10632,1
10791,1
28811,0
5589,1
28994,1
19996,1
31631,1
23216,0
1104,1
25847,1
33132,1
26649,1
35669,0
13371,1
16990,1
25659,0
7179,0
7184,0
31728,0
29574,0
11517,0
27231,1
22983,1
14029,0
6996,0
17862,0
8297,1
33009,1
19325,0
19124,1
23038,1
25075,1
35116,0
3306,1
30153,1
22809,1
26397,1
19071,1
10574,1
20385,0
33705,1
24844,0
10208,1
35720,0
3112,1
23563,0
34558,0
2619,0
21545,0
35316,1
33543,1
36260,1
29552,1
32272,1
32735,1
29329,1
435,0
15159,1
29579,0
26940,1
13001,1
18308,1
35925,0
15886,1
25033,0
9354,1
123,0
30019,1
31112,1
30224,1
17519,1
7758,1
16518,1
13449,1
9019,0
31856,1
28002,1
17782,0
5892,0
10685,1
32335,1
30165,1
17225,1
21292,1
5889,0
14654,1
25494,1
34121,0
11443,0
1555,0
3945,0
26028,0
16365,0
5695,0
1429,0
22703,0
21933,1
26205,1
15050,1
14966,1
8716,0
31338,1
31164,1
35493,0
534,1
34499,0
27745,1
23661,0
2543,0
18455,0
2110,0
6808,0
15266,0
85,1
15075,1
27337,1
11640,1
20797,0
14013,1
14267,1
12858,0
677,1
23692,0
17588,0
1509,0
12438,0
29568,0
23020,1
32487,1
17627,0
36390,0
31418,1
6568,1
3579,1
11286,0
21348,1
3024,0
7272,0
11183,0
3266,1
29217,1
19163,1
25930,1
291,1
28880,0
14366,1
20893,1
25425,0
306,1
16384,0
6945,0
12763,0
9551,0
30779,1
2108,0
24587,0
7487,0
18419,0
4127,0
5090,1
19905,1
23203,0
34403,0
12316,0
29852,1
27348,1
36198,0
24335,0
32882,1
17555,1
12009,1
18128,0
10813,1
2136,0
31571,0
25426,0
30215,1
17619,0
11564,0
30295,1
28996,1
1157,1
682,1
17783,0
30251,1
5501,1
28973,0
33990,0
35417,0
3318,1
35212,0
18441,0
26739,1
27935,1
8369,1
32748,1
25797,0
11720,1
24585,0
36355,1
29756,0
33733,0
6330,0
1344,1
14679,1
26038,0
36383,1
1410,0
2397,0
33082,1
8012,1
35905,0
27044,1
9292,1
27183,1
567,1
14427,0
9568,0
32886,0
32919,1
34943,0
27578,1
7252,0
25529,0
15326,0
7301,0
1398,0
15139,1
24820,0
33915,0
8231,1
7385,0
20871,1
18326,1
19304,0
22600,0
17442,1
11095,0
15714,0
28883,0
32914,1
290,1
36137,0
20544,0
8499,0
30681,1
35182,0
27627,1
2617,1
10245,0
3483,0
10882,1
12877,1
21513,0
27197,1
13147,1
11623,1
26951,1
5496,1
33511,1
22837,1
32859,1
8041,1
35528,0
7475,0
21789,0
24264,0
21813,1
19032,1
12600,0
35639,0
32281,1
8354,0
17070,1
9376,1
3345,1
29165,0
11290,0
35395,0
31447,1
30733,1
36385,1
33316,1
10525,1
29531,1
25978,0
18380,0
10576,1
24712,0
28355,1
10653,1
13913,0
710,1
29414,0
10988,1
29521,0
22779,1
14760,1
25574,0
11547,1
3724,0
10691,1
9882,0
15186,1
8609,1
16947,1
31647,1
20228,1
21648,0
5469,1
21821,1
1882,0
30856,0
3722,1
4255,0
5517,1
1308,0
26718,1
14098,0
20260,1
20758,0
23004,1
29185,1
13925,0
5223,1
20395,1
29014,1
32278,1
20856,0
23874,0
17826,1
32885,1
24304,0
23708,1
36159,0
6593,1
18162,1
21114,1
18306,0
33638,1
20463,0
18175,0
21073,1
28024,1
2277,1
21140,1
23211,0
22219,1
19553,0
29663,1
32761,1
16298,0
34477,0
10335,1
36349,0
25785,0
14111,0
14104,0
21726,0
24951,0
33352,1
19164,1
22297,1
15799,1
17559,1
19298,0
13203,0
10301,1
11896,1
15278,0
3880,0
902,1
5651,0
28912,0
21154,1
28018,1
26928,1
33528,1
28953,1
20313,0
617,0
25413,0
210,0
25706,0
7471,0
20081,1
23140,0
8940,0
35682,0
11577,1
15952,1
20300,1
31858,0
22658,0
5921,0
18629,1
31237,1
34906,0
9719,0
35618,0
33350,1
33048,1
5424,1
14145,0
21489,1
27522,1
7292,0
13435,1
28725,1
20986,1
21816,1
23159,0
29175,1
17100,1
8144,1
10839,1
3990,0
30252,1
14211,0
9432,1
101,0
8792,0
6968,0
15935,1
36160,1
4306,0
19719,0
4562,0
30912,0
13299,1
14095,0
28210,0
14604,0
367,0
5763,0
5102,1
28810,0
25703,0
8688,0
13405,1
33051,1
6688,1
3175,1
36338,0
4634,0
1407,0
18057,0
5699,0
27138,1
13228,1
5038,1
10551,1
24317,0
21204,1
227,1
3167,1
20580,0
8346,1
19571,0
19294,0
32655,1
1088,1
30522,1
14558,0
12544,0
14196,0
11959,1
33562,1
9989,0
9327,1
9428,1
28761,0
22611,0
28093,0
35254,0
26018,0
11074,0
12245,0
14246,0
13250,1
22223,1
14627,1
9908,0
23647,0
4614,1
14691,1
19887,1
312,1
9978,0
18598,0
11114,0
27372,0
17425,1
27045,1
7763,1
23828,0
31118,1
19087,0
33295,1
2085,0
12920,0
15300,0
32829,1
31548,0
23102,1
28467,1
35176,0
34829,0
31470,1
7848,0
12953,0
7710,0
25387,1
2029,0
23162,0
34983,0
24639,0
31586,1
6988,0
5093,1
1401,0
2570,1
9015,0
30380,1
18523,0
29324,1
5316,1
32917,1
30857,0
5778,0
5655,0
16881,1
34940,0
17337,1
24053,0
30886,0
5497,1
27993,1
34443,1
10895,1
34408,1
22079,1
10696,1
36376,1
25651,1
5807,0
15487,0
12955,0
5323,1
4059,0
1477,0
18919,1
13800,0
17914,0
22838,1
18146,0
601,1
35977,1
11391,0
28502,1
26431,1
553,1
17,0
35609,0
11595,0
30456,1
13389,1
165,1
31929,1
1134,1
21387,1
16032,1
15175,1
22922,1
35621,0
14942,1
9231,1
9942,0
21496,0
32816,1
24745,0
22005,1
28422,0
31724,1
35464,0
6000,0
2959,0
25750,0
30743,1
24420,0
1573,0
18659,1
27283,1
4821,0
31440,1
12569,1
17383,1
9036,1
19253,0
31482,1
31520,0
17346,1
32649,1
17570,1
8085,1
5369,1
2016,0
16297,0
16082,1
26219,0
29996,0
2544,1
31590,0
26993,1
14236,0
610,1
20050,1
1392,0
32283,1
22234,1
7370,0
377,0
3238,1
35580,0
23568,0
5986,0
11252,0
15661,1
25740,0
10073,0
7792,0
3198,1
27251,1
7606,0
32085,1
30306,1
13957,0
24860,0
2883,1
7446,1
12513,0
18605,1
33703,0
23505,0
13839,0
17116,1
21079,1
35191,1
29162,1
35494,0
29129,1
6603,1
13414,1
7910,1
25153,0
27967,1
17989,0
3629,0
17105,1
21007,1
13880,0
31772,0
8685,0
10430,1
5506,1
18951,1
29188,1
1649,0
5284,1
24015,0
25110,1
10604,1
27620,1
33659,1
27844,1
24078,0
7698,1
32834,0
31868,1
3975,0
32956,1
6162,1
25013,1
4981,1
8893,0
1820,0
12721,0
34701,1
6183,0
15957,0
26719,1
20903,0
3814,0
9502,0
31896,1
17235,1
16573,0
4702,0
33809,0
25941,0
23036,1
27221,1
24035,1
24713,0
18660,1
22665,1
35844,0
15980,1
10810,1
25668,0
29366,0
18213,0
18442,0
22510,0
9950,0
27115,1
18389,1
29632,0
11232,0
16205,0
34581,1
2817,0
6713,1
11833,1
6513,1
2470,1
30200,1
25404,0
18025,0
4028,0
6402,0
6952,0
17618,0
32693,1
29159,1
13376,1
2125,0
8289,1
3535,1
15483,0
4982,1
23210,0
32665,0
4510,1
18831,0
25619,0
12169,0
20553,0
3027,1
27087,1
326,0
26960,0
13637,0
22139,1
35794,0
17723,0
16591,0
19828,1
4355,1
6701,1
8388,0
10127,0
8668,0
2171,0
28516,1
8533,0
30826,0
36389,0
15987,1
1357,0
19844,1
23357,0
4817,1
5801,0
19516,0
33033,1
19081,1
29786,1
34512,0
15252,0
31808,1
30002,1
35418,1
32813,1
18134,0
5322,1
28270,1
23481,1
6277,0
32903,1
5050,1
31950,0
30000,1
21341,1
15467,0
3351,1
5832,0
25326,0
11298,0
17073,0
24646,0
3729,0
23365,1
33324,1
22407,1
15191,1
31251,1
10649,1
35863,0
2294,0
808,1
10062,0
27823,1
33605,1
28250,0
29938,1
5200,1
26289,0
24896,0
5984,0
1586,0
16584,0
18092,0
16463,0
34041,0
3487,1
558,1
6086,1
5329,1
31663,1
27888,1
35079,1
18270,0
17764,0
25123,0
27063,1
14553,1
19530,0
18820,0
23639,0
25994,1
8544,0
34335,0
635,1
893,1
14429,0
23189,1
16106,1
34220,0
12930,1
3258,1
35016,1
3204,1
4773,0
4204,1
6541,1
5017,1
10334,1
31743,0
33049,1
8146,1
18962,1
1825,0
14824,1
4008,0
35024,0
7777,1
34926,0
21226,1
19333,0
1220,1
14122,0
7516,1
35927,0
14277,1
18795,1
8349,0
2998,1
20194,1
24387,0
20610,1
3260,1
12538,0
21963,1
17832,0
29147,1
13604,0
4925,1
30382,1
36317,0
21908,1
1421,1
30949,1
32940,1
20227,1
4968,1
30309,1
17747,0
26264,0
34673,0
23537,0
1957,0
33849,1
17119,1
11073,0
23458,1
3395,1
24622,0
35784,0
30961,1
8852,0
18013,0
29053,1
28464,1
19315,1
15276,1
9677,1
1300,0
34874,0
27378,1
3034,1
3821,1
28676,1
14574,0
2770,1
2102,0
15084,1
21320,1
11668,1
10037,1
21794,0
27286,1
4577,0
33798,0
8334,0
24406,0
9007,1
5258,1
23118,1
17104,1
88,0
369,1
4301,0
26256,1
21104,1
35753,0
34026,0
3317,1
13862,0
31397,1
26665,1
27527,1
33588,1
7052,0
10875,1
35922,0
5342,0
15667,0
30009,1
20904,0
8214,1
21598,0
30131,1
33025,1
25046,0
18048,0
1792,0
35519,0
13896,0
29582,0
30060,0
6653,1
12899,1
26051,0
13263,1
30577,1
24504,0
6153,1
29684,1
14857,1
16864,0
2740,0
23108,1
22388,1
29948,1
30874,0
6817,0
16422,0
24823,0
33731,0
35579,0
7872,0
2383,0
15595,0
33938,0
6251,0
33784,0
14102,0
4033,0
4178,0
19232,0
33722,0
5730,0
11325,0
33968,0
30915,0
27097,1
22932,1
6172,0
12125,1
13072,1
23684,0
26810,1
3347,0
33791,0
9945,0
31864,1
26387,0
3977,0
12524,0
7767,1
14350,0
22179,1
12359,0
18032,0
27492,1
32285,1
32750,1
23067,1
30422,1
29546,0
15676,0
31811,1
7571,1
3078,1
7152,0
19876,1
9495,0
11354,0
19678,1
31949,0
27691,1
12668,0
26398,1
29601,1
8280,1
35317,1
33211,1
35727,0
4451,0
559,0
27695,1
36217,0
30700,1
29529,0
2111,0
34331,0
24724,0
2435,1
35919,0
882,1
31788,1
1936,0
27008,0
16455,0
28786,0
29299,1
12518,0
9716,0
5338,1
10942,1
12701,1
1899,0
672,0
32957,1
17743,1
14026,0
11196,0
8638,1
24073,0
13565,0
25124,0
8114,0
24338,0
8527,0
19050,0
9263,1
13494,1
19199,0
6590,0
31455,1
3046,1
31690,0
33399,1
27224,1
20954,1
26021,0
29164,1
24682,0
9373,1
2007,0
16280,1
34991,0
8469,0
21254,1
16222,1
13121,1
26984,1
3153,1
25109,0
3209,1
22134,1
26943,1
6223,0
33418,0
21945,1
19395,0
30016,1
5570,1
27436,1
23167,0
2350,0
26571,1
12677,1
29649,1
29262,1
6253,0
2969,1
35129,0
11347,0
7812,0
32931,1
8316,1
4088,0
21499,0
25149,1
25478,1
15742,1
31740,0
5049,1
9341,1
15510,0
28291,0
25761,1
22497,0
16085,1
10153,0
23940,0
10871,1
22248,1
12905,0
2637,1
17734,0
4030,0
6820,0
11578,0
14197,0
27595,1
22045,1
11527,1
16976,0
33560,1
10411,1
21026,1
12585,0
4354,0
11821,1
18204,0
18748,1
36172,1
32923,1
36435,0
25615,0
3941,0
12802,0
9686,0
9434,1
34086,0
14422,0
31894,0
8612,0
8530,0
22698,1
33378,0
24032,0
35347,0
31837,0
19528,0
24342,0
28801,0
2387,0
1673,0
15250,0
30811,0
30086,1
13963,0
28710,1
20481,0
22008,0
19179,0
19667,0
646,1
16690,0
4041,0
4871,1
23863,0
4627,0
25551,1
35683,0
20732,0
31706,0
26351,1
20274,1
32877,1
4686,0
5081,1
8820,1
15698,0
18452,0
24528,0
36118,0
5138,1
27852,1
107,1
5210,0
21027,1
2068,0
3068,1
9469,0
12801,1
16265,0
27550,1
7123,0
8179,1
17686,1
32822,1
20697,0
19220,0
19812,1
20833,1
14248,1
16583,0
24521,0
15784,0
31416,1
32279,1
27808,1
26218,1
21039,0
16838,1
12213,1
20425,0
19223,1
7262,0
2735,1
25092,0
23234,0
17638,1
17597,0
11764,1
6055,0
1374,0
33739,1
17298,1
31325,1
22149,1
1500,0
12517,0
24825,0
23463,1
9827,0
6961,0
25707,1
19539,0
34088,0
6042,0
22518,0
2491,1
20530,0
7863,1
11983,1
4647,1
8595,0
30741,1
4793,1
21918,1
17970,0
31366,1
21098,1
34544,0
13480,1
2438,0
12209,0
25171,1
4289,0
33608,1
2421,0
35374,0
19442,1
16796,1
28584,1
5628,1
5908,0
15564,0
26895,1
4351,0
17001,1
1350,0
5435,1
11760,0
32992,1
36157,1
4419,1
34633,0
32494,1
24159,0
22169,1
3206,1
13810,0
29382,0
35043,0
10538,1
5879,0
17548,1
36149,1
11376,0
23532,1
10217,0
9768,0
12823,1
8655,0
12918,1
3155,0
13232,1
20311,0
7629,1
8734,0
8846,0
5372,1
18965,1
14904,1
12290,0
2833,1
6119,0
9848,0
12871,1
32958,1
28757,0
18191,1
25010,0
28295,0
5405,1
28837,0
31407,1
28585,1
29309,1
23970,0
2586,1
21555,1
23550,0
22846,0
16064,1
17740,0
23187,0
24353,0
10053,0
6583,1
6955,0
1508,0
14536,1
17729,0
24631,1
7069,0
23112,1
7180,0
13060,1
21841,0
17908,0
28772,0
7640,1
25611,0
8574,0
16194,1
4283,0
20306,0
5282,1
14015,0
23698,0
26426,1
8454,0
30318,1
901,0
30602,1
28091,0
23485,0
23903,0
24677,0
28289,1
11184,0
7971,1
14616,0
10291,1
13589,0
32999,1
7202,0
17246,1
30922,0
27783,1
36196,1
30061,1
15807,1
10288,1
20237,1
28847,0
11652,1
16636,0
27215,1
35233,0
25286,1
14971,1
6965,0
11901,1
16967,0
21450,1
4734,0
17392,1
2552,0
20179,1
33366,1
15704,0
20195,1
32492,1
23523,0
31282,1
5681,0
32038,1
17215,1
30674,1
2242,0
32355,1
25918,0
23669,0
17748,0
1120,1
9622,0
20448,0
6844,0
15852,0
23348,1
29289,1
17949,0
25104,0
6165,0
10919,1
13584,1
151,0
20883,1
24973,0
